name,price,status,shipping,free_returns,items_sold
2021-22 NBA Panini Sticker Singles #1 to #250 Create Own Lot,99,Pre-Owned,075,False,
LeBron James 2003 Upper Deck #26 PGI 10 Rookie Card Lakers,9995,Pre-Owned,3,False,
Lebron James 2021 Panini Instant #MC14 My City 1/1496 Trading Card PGI 10,3999,Pre-Owned,3,False,
New Listing2003 Upper Deck Basketball - #P3 Lebron James Prospects - 9.5 Gem Mint,17500,,3,False,
New Listing2004-05 Upper Deck Rivals #4 LeBron James 2nd Year Card Cavs CSG Grade 9 MINT,2749,Pre-Owned,0,True,
2019-20 Donruss Optic INSERTS with Purple and Silver Holo Prizms You Pick,99,Pre-Owned,0,False,
2018-19 Panini Prizm Get Hyped! LeBron James #4,192,,499,False,
2021-22 Donruss Optic Basketball Complete Your Set (#1-150),100,,100,False,
2020 - 2022 NBA Team Re-Packs.  Pick Your Team. Stars Rookies Inserts. 30 cards,599,Pre-Owned,3,False,
2018-19 Panini Prizm Basketball - Pick A Card - Cards 1-150,99,,099,True,
2020-21 Panini Illusions Pick to Complete Your Set Basketball PYC Base Cards,99,Pre-Owned,053,False,
"New ListingLebron James 2004 Skybox Premium #64 PSA 10  | Cavs, Heat, Lakers | Future HOF",17999,,610,False,
2019-20 Panini Prizm Get Hyped! #2 LeBron James,720,Pre-Owned,500,False,
2003-04 UD Phenomenal Beginning #14 LeBron James Rookie Cavs PSA 9 MT,2295,,599,False,
2019 Donruss Basketball Cards You Pick FREE USA SHIPPING,137,,0,False,
2020-21 Panini Chronicles Basketball #1-725 Pick Your Card,99,Pre-Owned,0,False,
2020-21 Hoops Base & RC  Pick Your Card  Complete Your Set,99,,099,False,
COMPLETE YOUR SET! 2021-22 Panini Donruss Basketball Crunch Time Insert - u pick,249,Pre-Owned,0,False,
2007-08 Fleer Hot Prospects Stat Tracker Lebron James LeBron James #ST-23,342,,499,False,
2019 Panini Chronicles Base Basketball Card You Pick Complete Your Set #1-50 PYC,99,,0,False,
2021-2022 Donruss NBA (#1-250) Vets and Rookies! Complete Your Team/Set!,99,Pre-Owned,099,False,
2021-22 Panini Revolution NBA Basketball Cards Pick From List/Complete Your Set,199,,0,False,
2021-22 Panini Prizm Basketball You Pick - Base Buy 1 get 2 Free,99,Pre-Owned,125,False,
NBA TEAM PACK - 100% HIT AUTO/PATCH/PSA/Insert- 7 BASKETBALL CARDS - ROOKIES,2495,Pre-Owned,655,False,
A6830- 2010-11 Rookies and Stars Bk 1-145 +Inserts -You Pick- 10+ FREE US SHIP,99,,149,True,
2018-19 Panini NBA Hoops Road to the Finals Conference /499 LeBron James #77,2353,,499,False,
HUGE NBA DUTCH AUCTION!!!!! 6 HITS!!!!! LOOK AT THIS!!!!!!!,1999,Pre-Owned,400,False,1156
2020-21 Donruss Basketball INSERTS with Green Flood and Press Proofs You Pick,99,Pre-Owned,0,False,
2021 2022 Panini Revolution Hobby Basketball Rookies & Stars Pick Player Picture,99,,081,False,
2019-20 Panini Chronicles  #1-699 Veterans & Rcs   Pick Your Card,99,Pre-Owned,0,False,
2021 Upper Deck Goodwin Champions Turquoise Parallel - Pick Your Cards,350,Pre-Owned,185,False,
2021-22 Hoops Base & RC ( 1 - 250 ) Pick Your Card  Complete Your Set,99,,099,False,
 2021-22 Panini Prizm NBA Prizmatic Insert - Pick your Player! Lebron LaMelo ,199,Pre-Owned,105,False,
2020-21 Panini Player of the Day LeBron James #1,629,,499,False,
2019-20 NBA Hoops Panini Basketball Trading Cards 1-150 Pick From List,199,,499,False,
2021-22 NBA Panini Chronicles - Complete your Set 1-400 - Discount for multiple,99,Pre-Owned,0,False,
2021 Panini Prizm Basketball Base Complete Your Set!,99,Pre-Owned,0,False,
2020-21 Donruss Optic Splash #13 LeBron James,480,,399,False,
LEBRON JAMES 2020-21 CHRONICLES PLATES AND PATCHES LAKERS RED 96/149,2000,Pre-Owned,560,False,
2020-21 Panini Prizm Basketball Base #54 Julius Randle,135,Pre-Owned,0,False,
2017 Upper Deck National Convention Prominent Cuts LeBron James #PC-8,600,,499,False,
2019-20 Panini Prizm LeBron James #129,301,,499,False,
2021 Skybox Metal Universe Champions SPORTS PICK YOUR CARD BUILD YOUR SET,275,Pre-Owned,0,False,
2019-20 PANINI - ILLUSIONS Basketball 🏀 - COMPLETE YOUR SET ,99,Pre-Owned,0,False,
2021 Skybox Metal Universe Champions Blast Furnace LeBron James #BF-24,1175,,499,False,
2011 Upper Deck National Convention Lebron James LeBron James #NSCC-15,944,,499,False,
New Listing2003 Upper Deck Basketball - #P3 Lebron James Prospects - 9.5 Gem Mint,17500,,3,False,
New Listing2003 Upper Deck Basketball - #P3 Lebron James Prospects - 9.5 Gem Mint,17500,,3,False,
